year,article_title,issue,journal_page,archive_image_url,archive_image_page,section,source_contents_page,needs_review
1996,Декодер стереосигнала. П. Беляцкий ccscssesssserserersressrvaneceneetas 3 Доработка стереодекодера. Б. Семенов Г,3,30,https://archive.radio.ru/web/img/1996/b.1996-03.030.jpg,30,РАДИОПРИЕМ,b.1996-12.086,
1996,Защита малогабаритных сетевых блоков питания от перегрузок. И. Ночасв неее узел VE,3,30,https://archive.radio.ru/web/img/1996/b.1996-03.030.jpg,30,ИСТОЧНИКИ ПИТАНИЯ,b.1996-12.088,
1996,"“Однокристальные микро-ЭВМ” (возвращаясь к напечатанному в ""Радио"", 1995, № 4, 5) Г",3,30,https://archive.radio.ru/web/img/1996/b.1996-03.030.jpg,30,МИКРОПРОЦЕССОРНАЯ ТЕХНИКА,b.1996-12.087,
1996,"""Шпионские страсти"" (""Радио"", 1995, №",3,40,https://archive.radio.ru/web/img/1996/b.1996-03.040.jpg,40,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Охранные устройства с излучателем СП-1. И. Нечасв,3,42,https://archive.radio.ru/web/img/1996/b.1996-03.042.jpg,42,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Три программы на головные телефоны. Ю,3,44,https://archive.radio.ru/web/img/1996/b.1996-03.044.jpg,44,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,"Однокнопочный кодовый, В. Кротков ль",3,46,https://archive.radio.ru/web/img/1996/b.1996-03.046.jpg,46,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,Музыкальный метроном. В. Банников „иене,3,58,https://archive.radio.ru/web/img/1996/b.1996-03.058.jpg,58,РАДИО НАЧИНАЮЩИМ,b.1996-12.088,
1996,GSU OVENS co о о a! ИЗО Ремонт микрофона. И. KPanvBat cect 2 OO Развитие техники магнитной залиси. С. Агеев,3,88,https://archive.radio.ru/web/img/1996/b.1996-03.088.jpg,88,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,Сопряжение видеомагчитофона с телевизором “Рекорд BU,3,117,https://archive.radio.ru/web/img/1996/b.1996-03.117.jpg,117,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,"Не только транзисторы, но и ОУ. Н, ГерцоН еаьииенюнннние @",4,1,https://archive.radio.ru/web/img/1996/b.1996-04.001.jpg,1,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,"Радио, 1993, № 12, с. 40",4,1,https://archive.radio.ru/web/img/1996/b.1996-04.001.jpg,1,ИСТОЧНИКИ ПИТАНИЯ,b.1996-12.088,
1996,Сигнализатор звучит громче. А. Немич «лье,4,1,https://archive.radio.ru/web/img/1996/b.1996-04.001.jpg,1,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,"Сигнализатор ""Закрой холодильник"". В. Банников „ „",4,2,https://archive.radio.ru/web/img/1996/b.1996-04.002.jpg,2,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,Выбор модели дискретно-пропорционального управления. Канал сигналов пропорционального управления. Рулевая машинка. Звуковой сигнализатор нь ион иозиюезиниуяюуниннниети к,4,3,https://archive.radio.ru/web/img/1996/b.1996-04.003.jpg,3,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Из негодной вилки. И. Долинский ииееиииинюниюнниее,4,3,https://archive.radio.ru/web/img/1996/b.1996-04.003.jpg,3,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,"Индикатор перегорания предохранителя в цепи постоянного тока, И. Нечаев „шение линии @",4,5,https://archive.radio.ru/web/img/1996/b.1996-04.005.jpg,5,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Микросхемы TDA,4,6,https://archive.radio.ru/web/img/1996/b.1996-04.006.jpg,6,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,Пять “профессий” сегнетоэлектриков. Я. Федотов „членение,4,6,https://archive.radio.ru/web/img/1996/b.1996-04.006.jpg,6,ТЕХНИКА НАШИХ ДНЕЙ,b.1996-12.085,
1996,"опубликованным в журнале в прошлые годы Жук В. Предварительный делитель частоты на диа- пазон 50 1500 МГц. Радио, 1992, № 10, с, „ленин @",4,7,https://archive.radio.ru/web/img/1996/b.1996-04.007.jpg,7,ИЗМЕРЕНИЯ,b.1996-12.087,
1996,Радиоприемники на отечественном рынке. В. Гнатенко 4 УКВ ЧМ приемник на микросхеме КФ54ВХАТ. И. Нечаев,4,8,https://archive.radio.ru/web/img/1996/b.1996-04.008.jpg,8,РАДИОПРИЕМ,b.1996-12.086,
1996,"S-MeTp и тракт приема АМ сигналов в портативной ЧМ радиостанции и Нечаев еее ой ег 8 О согласовании малогабаритных антенн, IO",4,9,https://archive.radio.ru/web/img/1996/b.1996-04.009.jpg,9,ЛИЧНАЯ РАДИОСВЯЗЬ,b.1996-12.085,
1996,Подключение приемника СДУ к телевизорам. А,4,12,https://archive.radio.ru/web/img/1996/b.1996-04.012.jpg,12,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,УМЗЧ с защитой нагрузки без реле. А. Сырицо,4,14,https://archive.radio.ru/web/img/1996/b.1996-04.014.jpg,14,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,Радиоприемники на отечественном рынке. В,4,20,https://archive.radio.ru/web/img/1996/b.1996-04.020.jpg,20,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,Светодиодный или стрелочный? П. Алешин иен,4,39,https://archive.radio.ru/web/img/1996/b.1996-04.039.jpg,39,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Упрощенный ритм-бокс. В. Кожухов инь линии ии,4,44,https://archive.radio.ru/web/img/1996/b.1996-04.044.jpg,44,РАДИО НАЧИНАЮЩИМ,b.1996-12.088,
1996,"Устранение сбоев в ЛПМ “Вильма МП-207С"". П",4,56,https://archive.radio.ru/web/img/1996/b.1996-04.056.jpg,56,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,"Ответы на вопросы по статьям, опубликованным в журнале в прошлые годы Киселев А. Термостабилизатор с цифровой индикацией. Радио; 1998 195С126=28]",4,61,https://archive.radio.ru/web/img/1996/b.1996-04.061.jpg,61,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,ПК с процессорами 386 и,4,86,https://archive.radio.ru/web/img/1996/b.1996-04.086.jpg,86,МИКРОПРОЦЕССОРНАЯ ТЕХНИКА,b.1996-12.087,
1996,"ПК с процессорами 386, 486 и BIOS фирмы Award нение 7 ПК с процессорами 386",4,86,https://archive.radio.ru/web/img/1996/b.1996-04.086.jpg,86,МИКРОПРОЦЕССОРНАЯ ТЕХНИКА,b.1996-12.087,
1996,"Узлы ЛПМ, БВГ особенности и ремонт c ccc: @ 10 Новые модели фирмы АКА! системы [-HQ",5,1,https://archive.radio.ru/web/img/1996/b.1996-05.001.jpg,1,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,Комбинированный усилитель тока в УМЗЧ. (По страницам зарубежных журналов,5,2,https://archive.radio.ru/web/img/1996/b.1996-05.002.jpg,2,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,Видеотехника формата VHS. Ю. Петропавловский Системы бесконтактного электропривода особенности иремонт,5,3,https://archive.radio.ru/web/img/1996/b.1996-05.003.jpg,3,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,Экспандер EX90 для шумопонижения. (По страницам зарубежных журналов) 0 esses,5,4,https://archive.radio.ru/web/img/1996/b.1996-05.004.jpg,4,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,"Огветы на вопросы по статье Бонникова В. ""Электромузы- кальный ABTOMAT-3BOHOK™ (“Радио"", 1995, № 12. с",5,5,https://archive.radio.ru/web/img/1996/b.1996-05.005.jpg,5,РАДИО НАЧИНАЮЩИМ,b.1996-12.088,
1996,"От чего зависит дальность связи. А. Гречихин, М. Сандлер",5,8,https://archive.radio.ru/web/img/1996/b.1996-05.008.jpg,8,ЛИЧНАЯ РАДИОСВЯЗЬ,b.1996-12.085,
1996,Фильтры гармоник для Си-Би радиостанций ОДО ОВ о бе. бе Se а Oe xe,5,8,https://archive.radio.ru/web/img/1996/b.1996-05.008.jpg,8,ЛИЧНАЯ РАДИОСВЯЗЬ,b.1996-12.085,
1996,Микросхема К572ПА1 в электронном регуляторе громкости. С. Колесниченко ии ине арене,5,16,https://archive.radio.ru/web/img/1996/b.1996-05.016.jpg,16,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,"Лямбда-диод в радиолюбительских конструкциях (LC-reneparop, |-генератор, звуковой сигнализатор, преобразователь напряжения, ВС-генератор. пороговое VCTOOUGIE O) SUI Нечаев; аленькие",5,36,https://archive.radio.ru/web/img/1996/b.1996-05.036.jpg,36,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Инфракрасный излучатель в охранной сигнализации. KONE Гир Чо “Сторож”-автомаг для электронагревателей,5,43,https://archive.radio.ru/web/img/1996/b.1996-05.043.jpg,43,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,Многоканальная система тревожной сигнализации. СЯБИРЮКО В о с АА TAD Охранная сигнализация по телефону. В,5,44,https://archive.radio.ru/web/img/1996/b.1996-05.044.jpg,44,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,"Нечаев И. Бытовой таймер. Радио, 1993, № 11, с",5,61,https://archive.radio.ru/web/img/1996/b.1996-05.061.jpg,61,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,"Виногроедов Ю. Автомат “вечерний свет”, Радио 99а АМИ пси оо заненние te",6,1,https://archive.radio.ru/web/img/1996/b.1996-06.001.jpg,1,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,"Доработка АОН на 2-80. А, Богданов oo eee ©",6,1,https://archive.radio.ru/web/img/1996/b.1996-06.001.jpg,1,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,ocr_filler
1996,"Нечаев И. Автомат управления насосом. Радио та ЗСЗ пи, не Sheen eters СИ",6,1,https://archive.radio.ru/web/img/1996/b.1996-06.001.jpg,1,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,в,6,1,https://archive.radio.ru/web/img/1996/b.1996-06.001.jpg,1,ЗВУКОТЕХНИКА,b.1996-12.085,short
1996,"усилителей. Радио, 1994, № 5, с. 29 „и. еиннюнаюенениь в",6,1,https://archive.radio.ru/web/img/1996/b.1996-06.001.jpg,1,РАДИО НАЧИНАЮЩИМ,b.1996-12.088,
1996,"Бирюков С. Цифровой измеритель емкости. Радио. 1995 №12, с.32-34 линии иле Й",6,2,https://archive.radio.ru/web/img/1996/b.1996-06.002.jpg,2,ИЗМЕРЕНИЯ,b.1996-12.087,
1996,Боянов С. Усовершенствование ЭПУ “G,6,2,https://archive.radio.ru/web/img/1996/b.1996-06.002.jpg,2,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,Оптимизация порога шумопонижения {ЗР). Вадио: ПЗ СИ 5 о т ее,6,2,https://archive.radio.ru/web/img/1996/b.1996-06.002.jpg,2,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,BOW 9 Словарь часто встречающихся англоязычных,6,3,https://archive.radio.ru/web/img/1996/b.1996-06.003.jpg,3,СОВЕТЫ ПОКУПАТЕЛЯМ,b.1996-12.086,
1996,Абрамов А. Радиомикрофон с кварцевой,6,3,https://archive.radio.ru/web/img/1996/b.1996-06.003.jpg,3,РАДИОПРИЕМ,b.1996-12.086,
1996,МС$-96 новое семейство ОЭВМ фирмы,6,3,https://archive.radio.ru/web/img/1996/b.1996-06.003.jpg,3,МИКРОПРОЦЕССОРНАЯ ТЕХНИКА,b.1996-12.087,
1996,"АЗАНУ РЯ ВУ, о еее (№ ЧО Ступенчатый разогрев катодов кинесколпа. В. Каревский",6,13,https://archive.radio.ru/web/img/1996/b.1996-06.013.jpg,13,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,"р, М В И т т Усилитель записи кассетного магнитофона. Д. Панкратьев",6,18,https://archive.radio.ru/web/img/1996/b.1996-06.018.jpg,18,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,Номинал резистора по таблице. А. Стекленев,6,37,https://archive.radio.ru/web/img/1996/b.1996-06.037.jpg,37,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Почему замигал люминесцентный светильник. М,6,38,https://archive.radio.ru/web/img/1996/b.1996-06.038.jpg,38,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Устройство запуска трехфазных электродвигателей,6,39,https://archive.radio.ru/web/img/1996/b.1996-06.039.jpg,39,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,Приставка к будильнику-часам “Слава”. В,6,40,https://archive.radio.ru/web/img/1996/b.1996-06.040.jpg,40,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,"Блок, заменяющий элемент питания. В. Каревский",6,41,https://archive.radio.ru/web/img/1996/b.1996-06.041.jpg,41,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,"Блок питания на оптопарах. И, Ночоеов еее",6,42,https://archive.radio.ru/web/img/1996/b.1996-06.042.jpg,42,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,"Защита громкоговорителей. В, Мазонко qu cesses",6,46,https://archive.radio.ru/web/img/1996/b.1996-06.046.jpg,46,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,"Охранное устройство для автомобиля, Г",6,48,https://archive.radio.ru/web/img/1996/b.1996-06.048.jpg,48,ЭЛЕКТРОНИКА ЗА РУЛЕМ,b.1996-12.088,
1996,УЗ датчик системы охранной сигнализации. А,6,54,https://archive.radio.ru/web/img/1996/b.1996-06.054.jpg,54,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,"Линчинский В. Облегченное включение кинескопа, Радио, SISOS АИС 1.6 нее осин 20) © Абрамов A. Позышение качества работы телевизоров УПИМЦТ. Радио, 1995, № 10, с. 10",6,60,https://archive.radio.ru/web/img/1996/b.1996-06.060.jpg,60,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,Устройство плавного разогрева кинескопа. А. Ивлев,7,8,https://archive.radio.ru/web/img/1996/b.1996-07.008.jpg,8,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,"Ответы на вопросы по статьям, опубликованным в журнале в прошлые годы Суетин В. Видеотест. Радио, 1994, № 9, с. 4",7,10,https://archive.radio.ru/web/img/1996/b.1996-07.010.jpg,10,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,"“Два пробника"" (“Радио"", 1994, №",7,20,https://archive.radio.ru/web/img/1996/b.1996-07.020.jpg,20,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Усилитель воспроизведения для китайской автомагнитолы. BGO CH OB ie о ое ей ШИ Доработка автоматики “Веги МП-120С*. А,7,21,https://archive.radio.ru/web/img/1996/b.1996-07.021.jpg,21,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,"Рефлексный на двух транзисторах, Ю. Прокопцев",7,35,https://archive.radio.ru/web/img/1996/b.1996-07.035.jpg,35,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,"Звуковой пробник для ""прозвонки” монтажа. И",7,36,https://archive.radio.ru/web/img/1996/b.1996-07.036.jpg,36,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Охранное устройство с индикацией состояния шлейфа. ЛЭНИКОЛЬСКИЙХ. ео ме ое оО? AA ИК датчик в охранной сигнализации. Ю,7,42,https://archive.radio.ru/web/img/1996/b.1996-07.042.jpg,42,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,"Гитарная приставка ""Дистошн”. Т, Фатыхов ииелинининини",7,44,https://archive.radio.ru/web/img/1996/b.1996-07.044.jpg,44,РАДИО НАЧИНАЮЩИМ,b.1996-12.088,
1996,У меня зазвонил телефон О. Долгов иииииннитниее,7,46,https://archive.radio.ru/web/img/1996/b.1996-07.046.jpg,46,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,"Корзинин М, Схемотехника усилителей мощности звуковой частоты высокой верности. Радио, 1995, № 12, с",7,62,https://archive.radio.ru/web/img/1996/b.1996-07.062.jpg,62,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,"""Верасз МТ: 419: (РК) рента нана, 4 Параболичоские антенны ""ПЗРА"" (РК) или",8,4,https://archive.radio.ru/web/img/1996/b.1996-08.004.jpg,4,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,В Архипов ее ати,8,5,https://archive.radio.ru/web/img/1996/b.1996-08.005.jpg,5,МИКРОПРОЦЕССОРНАЯ ТЕХНИКА,b.1996-12.086,
1996,Защита громкоговорителя от постоянного напряжения. ДНК рать ев 5,8,5,https://archive.radio.ru/web/img/1996/b.1996-08.005.jpg,5,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,"А. Соколов (см. журнал в журнале: “Связь: средства и способы""}",8,6,https://archive.radio.ru/web/img/1996/b.1996-08.006.jpg,6,ВЫСТАВКИ,b.1996-12.085,
1996,Устройство тонального вызова для радиостанции. 3 Экономичный приемник для портативной радиостанции. ОЕ РС А 7 Панорамный индикатор КСВ. И. Нечавв нелли,8,8,https://archive.radio.ru/web/img/1996/b.1996-08.008.jpg,8,ЛИЧНАЯ РАДИОСВЯЗЬ,b.1996-12.085,
1996,"“Информатика-95"". А. СОКОЛОВ или ниизннинилиаленинтнинин",8,8,https://archive.radio.ru/web/img/1996/b.1996-08.008.jpg,8,ВЫСТАВКИ,b.1996-12.085,
1996,"ГЛОНАСС российская глобальная навигационная спутниковая система. ID, Модводков „зи шчин ини",8,10,https://archive.radio.ru/web/img/1996/b.1996-08.010.jpg,10,ТЕХНИКА НАШИХ ДНЕЙ,b.1996-12.085,
1996,"вханалахиэображенияй. ее ее ese Я 2 Сигнал переключения и ere роль в работе видеомагнитофона, ремонт „ииинеонелизизинян",8,15,https://archive.radio.ru/web/img/1996/b.1996-08.015.jpg,15,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,Современные комнатные телеантенны. А,8,18,https://archive.radio.ru/web/img/1996/b.1996-08.018.jpg,18,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,О “мягком” включении кинескопа. В. МИлКИН „иены,8,21,https://archive.radio.ru/web/img/1996/b.1996-08.021.jpg,21,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,"“Маркони начинает и выигрывает. Россияне до сих пор думают, что радио изобрел А. Попов? И напрасно"". (По поводу публикации журнала “Огонек”). А",8,22,https://archive.radio.ru/web/img/1996/b.1996-08.022.jpg,22,ТЕХНИКА НАШИХ ДНЕЙ,b.1996-12.085,
1996,Сопряжение оптопар с микросхемами КМОП. А. Михайлов 4 Устройство динамической индикации. А. A,8,33,https://archive.radio.ru/web/img/1996/b.1996-08.033.jpg,33,РАДИОЛЮБИТЕЛЮ-КОНСТРУКТОРУ,b.1996-12.088,
1996,Как включить лампу дневного света. В. Банников uo cere,8,38,https://archive.radio.ru/web/img/1996/b.1996-08.038.jpg,38,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,ocr_filler
1996,Покупая. проверяйте! К. Базилевский ииеисннимк,8,39,https://archive.radio.ru/web/img/1996/b.1996-08.039.jpg,39,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Источник электропитания? Нет проблем. И,8,42,https://archive.radio.ru/web/img/1996/b.1996-08.042.jpg,42,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,"Два испытателя стабилитрёнов. О. Долгов, И. Нечаев",8,44,https://archive.radio.ru/web/img/1996/b.1996-08.044.jpg,44,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Автомат управляет освещением. И. Нечаев,8,46,https://archive.radio.ru/web/img/1996/b.1996-08.046.jpg,46,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,Микшер 43 шести резисторов. Е. Бригиневич (ци,8,46,https://archive.radio.ru/web/img/1996/b.1996-08.046.jpg,46,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Устройство для намагничивания заготовок. В. Пицмен,8,46,https://archive.radio.ru/web/img/1996/b.1996-08.046.jpg,46,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Наручные электронные часы включают электроприборы. SIO ао ноний 40; Ультразвук против грызунов. В. Банников,8,48,https://archive.radio.ru/web/img/1996/b.1996-08.048.jpg,48,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,"Телефонные аппараты ""TECHNICA"". Н. Михайлюк",8,48,https://archive.radio.ru/web/img/1996/b.1996-08.048.jpg,48,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,Доработка импортных электронных часов. С,8,49,https://archive.radio.ru/web/img/1996/b.1996-08.049.jpg,49,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,Зависимое включение электро- и радиоприборов. И. Нечаев,8,51,https://archive.radio.ru/web/img/1996/b.1996-08.051.jpg,51,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,"Л. Ломакин. Блоки зажигания, сторожевые устройства, указатели поворотов",8,58,https://archive.radio.ru/web/img/1996/b.1996-08.058.jpg,58,ЭЛЕКТРОНИКА ЗА РУЛЕМ,b.1996-12.088,
1996,"Нечосв И. Генератор ЗЧ. Радио, 1994, № 4, с",8,61,https://archive.radio.ru/web/img/1996/b.1996-08.061.jpg,61,РАДИО НАЧИНАЮЩИМ,b.1996-12.088,
1996,"Шаронов В. Счетчик расхода магнитной ленты с автостопом, Радио, 1994, №5.сС.5,6 зил иниининчиюниннин",8,61,https://archive.radio.ru/web/img/1996/b.1996-08.061.jpg,61,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,"Усилитель к телефонному аппарату на транзисторах МП. FO: MMPOKOMMOBS:. cs, fot неа АФЙ",8,96,https://archive.radio.ru/web/img/1996/b.1996-08.096.jpg,96,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,СМО5-память. Проблемы. возникающие при старте ПК. Конфигурирование СМОЗ-памяти. IBM PC/AT286 с,8,105,https://archive.radio.ru/web/img/1996/b.1996-08.105.jpg,105,МИКРОПРОЦЕССОРНАЯ ТЕХНИКА,b.1996-12.087,
1996,Канал изображения особенности. оценка качества'работь ремонт ее,9,2,https://archive.radio.ru/web/img/1996/b.1996-09.002.jpg,2,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,Как уменьшить пульсации блока питания. И. Лоскутов A Зарядное устройство из адаптера. О. Долгов ии ине санинннние,9,3,https://archive.radio.ru/web/img/1996/b.1996-09.003.jpg,3,ИСТОЧНИКИ ПИТАНИЯ,b.1996-12.088,
1996,CONSUMER ELECTRONICS,9,6,https://archive.radio.ru/web/img/1996/b.1996-09.006.jpg,6,ВЫСТАВКИ,b.1996-12.085,latin_noise
1996,Экспокомм,9,6,https://archive.radio.ru/web/img/1996/b.1996-09.006.jpg,6,ВЫСТАВКИ,b.1996-12.085,
1996,"Видеомонитор “Рекорд 45ВТЦ-412"" (PK) ou eects",9,8,https://archive.radio.ru/web/img/1996/b.1996-09.008.jpg,8,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,Проволочные Си-Би антенны. Ю. Виноградов „ль,9,9,https://archive.radio.ru/web/img/1996/b.1996-09.009.jpg,9,ЛИЧНАЯ РАДИОСВЯЗЬ,b.1996-12.085,
1996,"Системы управления видеомагнитоФонов ., ccccccsrsrcccrrscrerreccerenee",9,10,https://archive.radio.ru/web/img/1996/b.1996-09.010.jpg,10,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,"Стратегия ремонта а новых УСЛОВИЯХ „нь, „лун чииияченниюниени",9,13,https://archive.radio.ru/web/img/1996/b.1996-09.013.jpg,13,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,"Узел сложения телевизионных сигналов, И",9,17,https://archive.radio.ru/web/img/1996/b.1996-09.017.jpg,17,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,“Подсветка” в системе псевдоквадрафонии. А,9,24,https://archive.radio.ru/web/img/1996/b.1996-09.024.jpg,24,ЗВУКОТЕХНИКА,b.1996-12.085,
1996,"Разработка и изготовление печатных плат, С",9,38,https://archive.radio.ru/web/img/1996/b.1996-09.038.jpg,38,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Звуковой пробник. О. Долгов „льна,9,41,https://archive.radio.ru/web/img/1996/b.1996-09.041.jpg,41,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Светильник с сенсорным включателем. Ю,9,41,https://archive.radio.ru/web/img/1996/b.1996-09.041.jpg,41,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,"Гемератор ума, В. BAWHAKOD еее лониазеевуовезнвеенозннове То OF Электродинамический фонарь светит ровно. И",9,42,https://archive.radio.ru/web/img/1996/b.1996-09.042.jpg,42,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,
1996,Индикатор уровня воды для “Эврики”. В. Каревский,9,43,https://archive.radio.ru/web/img/1996/b.1996-09.043.jpg,43,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,Стабилизированный регулятор частоты вращения. А. Скрыник,9,46,https://archive.radio.ru/web/img/1996/b.1996-09.046.jpg,46,ЭЛЕКТРОНИКА В БЫТУ,b.1996-12.088,
1996,"тахометры, блокираторы стартера, приборы",9,55,https://archive.radio.ru/web/img/1996/b.1996-09.055.jpg,55,ЭЛЕКТРОНИКА ЗА РУЛЕМ,b.1996-12.088,
1996,"см, также 7-62",9,57,https://archive.radio.ru/web/img/1996/b.1996-09.057.jpg,57,ИЗМЕРЕНИЯ,b.1996-12.087,
1996,Домашняя телесеть. И. Нечаев ишемии,10,12,https://archive.radio.ru/web/img/1996/b.1996-10.012.jpg,12,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,"Цифровая система управления ГС. А. Коннов, А",10,14,https://archive.radio.ru/web/img/1996/b.1996-10.014.jpg,14,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,Электронный регулятор уровня сигнала. Р. Гликман,10,17,https://archive.radio.ru/web/img/1996/b.1996-10.017.jpg,17,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,"Индикация искажений в УМЗЧ. А, CIPRO неее",10,18,https://archive.radio.ru/web/img/1996/b.1996-10.018.jpg,18,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,Телеантенна с кольцевыми вибраторами. А. Мельник,10,18,https://archive.radio.ru/web/img/1996/b.1996-10.018.jpg,18,ВИДЕОТЕХНИКА,b.1996-12.085,
1996,Беспроводные телефоны. В. Иванов,10,19,https://archive.radio.ru/web/img/1996/b.1996-10.019.jpg,19,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,Рафлоксный приемник с низковольтным питанием. Омартиросяни я с ен И reese eee EO! 80 Суррогатная радиоантенна. В. Поройков иен,10,35,https://archive.radio.ru/web/img/1996/b.1996-10.035.jpg,35,РАДИО НАЧИНАЮЩИМ,b.1996-12.087,ocr_filler
1996,Доработка УМЗЧ “Bera 50У-122С*. Р. Ефименко лени,10,37,https://archive.radio.ru/web/img/1996/b.1996-10.037.jpg,37,ЗВУКОТЕХНИКА,b.1996-12.086,
1996,Усовершенствование гитарного звукоснимателя. М,10,44,https://archive.radio.ru/web/img/1996/b.1996-10.044.jpg,44,РАДИО НАЧИНАЮЩИМ,b.1996-12.088,
1996,"коммутаторы стеклоочистителя, октан-корректоры",10,56,https://archive.radio.ru/web/img/1996/b.1996-10.056.jpg,56,ЭЛЕКТРОНИКА ЗА РУЛЕМ,b.1996-12.088,
1996,"Кунафин Р. И снова 35AC Радио, 1995, № 5, с",10,57,https://archive.radio.ru/web/img/1996/b.1996-10.057.jpg,57,ЗВУКОТЕХНИКА,b.1996-12.086,
